,created_at,text,coordinates
18496,Thu Sep 12 06:36:08 +0000 2013,Sewall hall evacuated. #Boulder #boulderflood #Colorado #Buffs #Buffaloes,"{'type': 'Point', 'coordinates': [-105.27237399, 40.00933175]}"
18497,Thu Sep 12 06:55:32 +0000 2013,Keep up to date about the #boulderflood without the spammers here -- or at least until I fall asleep... http://t.co/ebx9stdEn8,
18498,Thu Sep 12 06:42:44 +0000 2013,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,
18499,Thu Sep 12 07:03:08 +0000 2013,Reed Hall residents bail out water of their dorm. #boulderflood Photo by Nigel Amstock http://t.co/HXY5Uj7lyc -@the_cui,
18500,Thu Sep 12 06:38:36 +0000 2013,"UPDATE: n cedar brook rd, house collapse, unknown if parties trapped 1238am #boulderflood #cowx",
18501,Thu Sep 12 06:42:31 +0000 2013,#Boulder requesting Longmont heavy rescue for assist with house collapse on n cedarbrook w parties trapped #boulderflood #cowx 1241am,
18502,Thu Sep 12 06:47:17 +0000 2013,RT @Kelly7News: #BREAKING: Hearing there are multiple structure collapses in #Boulder due to massive flooding. #cowx -@ryanparkerdp,
18503,Thu Sep 12 06:35:45 +0000 2013,RT @emicalie: Every East Coast CU parent is gonna wake up tomorrow and freak the fuck out. #boulderflood,
18504,Thu Sep 12 06:58:13 +0000 2013,"Flood waters at 13th and Canyon finally receding, slightly. Rain has been sporadic. Creek overflow is ebbing and flowing #Boulderflood","{'type': 'Point', 'coordinates': [-105.27710886, 40.01675095]}"
18505,Thu Sep 12 06:46:41 +0000 2013,#BREAKING: Hearing there are multiple structure collapses in #Boulder due to massive flooding. #cowx -@ryanparkerdp,
18506,Thu Sep 12 06:41:18 +0000 2013,@MCladis303 everywhere. #BoulderWaterfalls #Boulder#boulderflood http://t.co/ZH2qOhVLsh,"{'type': 'Point', 'coordinates': [-105.27233527, 40.01166451]}"
18507,Thu Sep 12 06:42:34 +0000 2013,"293,050 people could have seen the hashtag #boulderflood since its 1st mention until it became a Trending Topic.","{'type': 'Point', 'coordinates': [-77.029, 38.8991]}"
18508,Thu Sep 12 06:33:56 +0000 2013,RT @dailycamera: #Boulder County dispatchers: Complete structural collapse at 150 main street in jamestown. People may have been inside. #B…,
18509,Thu Sep 12 06:47:24 +0000 2013,Working on a list of reputable sources for pics and news for #boulderflood https://t.co/5WisKmlu3y,
18510,Thu Sep 12 06:58:05 +0000 2013,Just got back from scouting out the #boulderflood and its fuckin crazy out there,
18511,Thu Sep 12 06:49:20 +0000 2013,RT @btryn: PHOTO: Cars half-submerged at 20th/Alpine #Boulderflood #Boulder #COwx http://t.co/SKPrdeBvCt - @GloriaDickie (1:45a),
18512,Thu Sep 12 06:54:21 +0000 2013,RT @anthonywx: One person confirmed dead in structural collapse west of Boulder. This is a life-threatening flood situation. #boulderflood,
18513,Thu Sep 12 06:59:12 +0000 2013,Radar in Colorado. #boulderflood http://t.co/9yKIjGpSr6,"{'type': 'Point', 'coordinates': [-110.95051593, 32.26081044]}"
18514,Thu Sep 12 07:01:22 +0000 2013,Yes. RT @btryn: Lots of scanner traffic being reported; grain of salt until confirmed by official outlets #BoulderFlood #Boulder #COwx,
18515,Thu Sep 12 06:34:47 +0000 2013,"Per #Boulder Dispatch: Expect 2"" rain in next 2 hours #boulderflood #cowx 1229am",
18516,Thu Sep 12 06:48:21 +0000 2013,RT @COEmergency: Follow @BoulderOEM @CUBoulderPolice  @NWSBoulder for updates on flash #flooding situation in boulder tonight. Stay informe…,
18517,Thu Sep 12 06:50:22 +0000 2013,"Looking for reputable sources about the #Boulderflood? Um, how about your local newspaper. #printisnotdeadwereawakerightnow",
18518,Thu Sep 12 07:02:57 +0000 2013,RT @benwills: This rain would be cooler if it were snow. #boulderflood,
18519,Thu Sep 12 06:39:29 +0000 2013,"421 fourmile cyn, party trapped between mudslide and creek bank 1236am #boulderflood #cowx",
18520,Thu Sep 12 07:02:26 +0000 2013,RT @BoulderOEM: Mandatory evacuation of Jamestown. Use Overland Road and head towards Nederland. #Boulderflood,
18521,Thu Sep 12 06:35:20 +0000 2013,Can class get cancelled so I can get drunk and not worry about the test I have tomorrow? #boulderflood,"{'type': 'Point', 'coordinates': [-105.28324664, 40.01271261]}"
18522,Thu Sep 12 06:56:31 +0000 2013,RT @smknCgar: Do you miss @CUBoulder? @cjsmuts @thekevinsnyder @bharsini21 @Volecule @4likh4n @lododispensary #boulderflood http://t.co/6gt…,
18523,Thu Sep 12 06:34:03 +0000 2013,"Iris &amp; Bdwy severe flooding, impassable 1233am #boulderflood #cowx",
18524,Thu Sep 12 07:01:18 +0000 2013,RT @btryn: Lots of scanner traffic being reported; take everything like grain of salt until confirmed by official outlets #BoulderFlood #Bo…,
18525,Thu Sep 12 06:32:14 +0000 2013,RT @dailycamera: #Boulder County dispatchers: Complete structural collapse at 150 main street in jamestown. People may have been inside. #B…,
18526,Thu Sep 12 06:41:10 +0000 2013,#BREAKING: Flash Flood Warning in Larimer county expanded to included Fort Collins and into NW Weld county til 430 AM. #COwx -@NWSBoulder,
18527,Thu Sep 12 06:39:01 +0000 2013,Trend Alert: #boulderflood. More trends at http://t.co/jmXo5aY4uB http://t.co/HLpoeALS4X,"{'type': 'Point', 'coordinates': [-77.029, 38.8991]}"
18528,Thu Sep 12 06:46:32 +0000 2013,#boulderflood photoreport: http://t.co/3zLkKfEmns #PhotoNow #PhotoNowTrends,"{'type': 'Point', 'coordinates': [-77.039701, 38.909101]}"
18529,Thu Sep 12 06:36:28 +0000 2013,structural collapse in jamestown 1229am #boulderflood #cowx,
18530,Thu Sep 12 06:38:53 +0000 2013,RT @READYColorado: Follow @BoulderOEM @CUBoulderPolice  @NWSBoulder for updates on flash #flooding in Boulder. Stay informed. #COwx #COPrep…,
18531,Thu Sep 12 06:42:34 +0000 2013,"The tweet with the most impact of the #boulderflood Trend, was published by @CUBoulder: http://t.co/xpALJnxRNM (71 RTs)","{'type': 'Point', 'coordinates': [-77.029, 38.8991]}"
18532,Thu Sep 12 06:46:46 +0000 2013,Stop posting your best rapper hashtags and let us read about whats going on im boulder #boulderflood,"{'type': 'Point', 'coordinates': [-104.86265581, 38.90835665]}"
18533,Thu Sep 12 06:32:11 +0000 2013,RT @MattMakens247Wx: Flash Flood Warning for Larimer and Weld County until 4:30am MDT Thursday. http://t.co/xUAsjVnq0i #cowx,
18534,Thu Sep 12 06:53:57 +0000 2013,"The #FogOfFlood means lots of inaccurate #boulderflood info is gonna come out. Grains of salt. (Also, #FF @BrendanInTwitmo &amp; @MileHighMids.)",
18535,Thu Sep 12 06:43:53 +0000 2013,I apologize for the idiot bots that are trying to take over the #boulderflood livestream.,
18536,Thu Sep 12 06:41:16 +0000 2013,RT @dailycamera: #Boulder County dispatchers: Complete structural collapse at 150 main street in jamestown. People may have been inside. #B…,
18537,Thu Sep 12 06:34:54 +0000 2013,"RT @keah88: ~5"" of rain in 1 day in an area that only gets ~19"" of liquid water equivalent a year?  Crazy!  #boulderflood http://t.co/WyNHC…",
18538,Thu Sep 12 06:34:20 +0000 2013,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,
18539,Thu Sep 12 06:37:32 +0000 2013,@EverythingWX ...and that observation was over 70 minutes ago! #BoulderFlood #weather #COwx #Boulder,
18540,Thu Sep 12 06:39:16 +0000 2013,Surfs up brah #boulderflood,"{'type': 'Point', 'coordinates': [-105.28326277, 40.01258965]}"
18541,Thu Sep 12 06:59:47 +0000 2013,"Listening to #Boulder scanners &amp; hearing scary things, including 3 parties poss. washed away near Linden &amp; S. Cedar Brook Road #boulderflood",
18542,Thu Sep 12 06:59:02 +0000 2013,"Let me know who im missing in this #boulderflood list! All the info, non of the spam https://t.co/5WisKmlu3y",
18543,Thu Sep 12 06:34:01 +0000 2013,The #boulderflood is going HAM...in my basement...#newcarpets #angryrommies #dirtywater,"{'type': 'Point', 'coordinates': [-105.28190501, 40.00263902]}"
18544,Thu Sep 12 06:48:07 +0000 2013,I'm filtering out the spam for you right now on the topic of #boulderflood. Click here for no bots: https://t.co/YxoGUc1iwR,
18545,Thu Sep 12 06:58:54 +0000 2013,"RT @BoulderCh1News: #boulderflood #boulder Scanner Sheriff Pelle just came on to say HE IS CLOSE  to shutting down city, mandatory evacs to…",
18546,Thu Sep 12 06:54:31 +0000 2013,"Life threatening Flash Flooding in #Boulder, CO. #cowx #boulderflood http://t.co/tghB7Y6yo9",
18547,Thu Sep 12 06:43:17 +0000 2013,RT @Andy_McDonnell: CRAZIEST picture from #Boulder I've seen yet.... Whoa (via @T_Bird303 / Kelly Piletic) #CoWx #9Wx http://t.co/e2pPGuZXn6,
18548,Thu Sep 12 06:41:19 +0000 2013,RT @BSidesNarrative: #Boulderflood is the top trending topic in the US. Wow.,
18549,Thu Sep 12 06:53:49 +0000 2013,RT @koertbakker: This is getting crazy - people are using 19th street to go tubing  #boulderflood http://t.co/KBIbV3BvAF,
18550,Thu Sep 12 06:38:16 +0000 2013,RT @Andy_McDonnell: CRAZIEST picture from #Boulder I've seen yet.... Whoa (via @T_Bird303 / Kelly Piletic) #CoWx #9Wx http://t.co/e2pPGuZXn6,
18551,Thu Sep 12 07:01:47 +0000 2013,#BoulderFlood http://t.co/AMbM2bggLi,
18552,Thu Sep 12 06:54:24 +0000 2013,RT @tedrock: James Canyon completely blocked by mudslide #boulderflood,
18553,Thu Sep 12 06:47:46 +0000 2013,RT @NWSBoulder: RT @wilkinsweather: Text of civil emergency message from @NWSBoulder regarding #Boulderflood #cowx http://t.co/KJL1IbAI5W,
18554,Thu Sep 12 06:44:15 +0000 2013,RT @markpmeredith: Getting reports that students on CU's campus are running around outside in their bathing suits during this storm. #cowx,
18555,Thu Sep 12 06:09:39 +0000 2013,Knee deep water on 28th and Colorado #Boulder #boulderflood http://t.co/5TqYO4CBRt,"{'type': 'Point', 'coordinates': [-105.25817732, 40.00409407]}"
18556,Thu Sep 12 06:22:51 +0000 2013,"Needless to say, most modeling did *not* have a good handle on this Flash Flooding in #Boulder. #COwx #weather",
18557,Thu Sep 12 06:24:55 +0000 2013,"RT @buffalavocado: 5.5 hours after signing a lease on my new creekside spot, said creek floods and my apartment is under water #boulderflood",
18558,Thu Sep 12 06:15:52 +0000 2013,"Hey, everyone #FF @btryn so I don't have to RT all of his great #boulderflood updates. Also RT @BrendanInTwitmo for my imminent #twitmo trip",
18559,Thu Sep 12 06:16:15 +0000 2013,"RT @TimesCall: MT @NWSBoulder: #Boulder Creek  rapidly rising in city, will continue to climb . Life threatening flash flooding occurring! …",
18560,Thu Sep 12 06:27:10 +0000 2013,#Meteorology lession: this is what's causing the flash flooding tonight -- http://t.co/O5HLoczrC1 #Boulder #weather #COwx,
18561,Thu Sep 12 06:13:48 +0000 2013,RT @TommyBenning: Craziness!! @OnlyInBoulder RT @fletchrichman: Watch out for my #boulderflood vine on @GMA tomorrow! https://t.co/fOqlFpL5…,
18562,Thu Sep 12 06:10:56 +0000 2013,007 might get wet #boulderflood,"{'type': 'Point', 'coordinates': [-105.26762011, 40.00534473]}"
18563,Thu Sep 12 06:02:20 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18564,Thu Sep 12 06:32:01 +0000 2013,"That's just me, not official advice, but I worry about an escalating flood threat in heavily populated city...at 12:30am #cowx #boulderflood",
18565,Thu Sep 12 06:21:20 +0000 2013,"RT @TimesCall: MT @NWSBoulder: Rapid rises also on St. Vrain thru #Lyons,  South Boulder Creek thru Eldorado Springs. Be prepared for evacu…",
18566,Thu Sep 12 06:04:05 +0000 2013,Boulder flood: Live Twitter news http://t.co/gxxHpfVyr4 #storify #boulder #cowx,
18567,Thu Sep 12 06:02:38 +0000 2013,"RT @BoulderOEM: Fourmile Canyon residents: move to higher ground NOW
 via Poorman Rd or if west of Ingraham Gulch, Gold Run to Gold Hill.#b…",
18568,Thu Sep 12 06:09:46 +0000 2013,"Turn around, don’t drown, @cubuffs. RT @btryn: It is incredibly stupid to ""play"" in floodwaters. #Boulder #COwx #BoulderFlood #SoapboxTweet",
18569,Thu Sep 12 06:19:26 +0000 2013,"I drank my last beer tonight, I hope Liquor Mart is open tomorrow morning. #boulderflood","{'type': 'Point', 'coordinates': [-105.27046437, 40.01813933]}"
18570,Thu Sep 12 06:18:32 +0000 2013,"RT @DenverChannel: A Life Threatening situation! Flash Flood Emergency is now in effect for Boulder cty &amp; N. Jefferson cty, including #Boul…",
18571,Thu Sep 12 06:10:55 +0000 2013,Follow the #Boulderflood live here http://t.co/fS3voSpv24,
18572,Thu Sep 12 06:29:24 +0000 2013,RT @BCH_HealthED: Rt @boulderpolice: El Dorado Springs - S. #Boulder Creek is at 1600 CFS. Please go to higher ground ASAP. #BoulderFlood,
18573,Thu Sep 12 06:24:45 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18574,Thu Sep 12 06:12:09 +0000 2013,#boulderflood,"{'type': 'Point', 'coordinates': [-105.25068301, 39.99757144]}"
18575,Thu Sep 12 06:20:48 +0000 2013,"RT @btryn: 12:09a Photo: #Boulder flooding, Chase Bank drive through, 14th and Canyon http://t.co/YDad9mCtW8 - @Nealrogers #COwx",
18576,Thu Sep 12 06:23:57 +0000 2013,"RT @dailycamera: RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty, including #Boulder #…",
18577,Thu Sep 12 06:23:00 +0000 2013,"RT @dailycamera: #Boulder County flooding: Report in #Longmont of a car on its side, submerged, with driver on top of car.  #cowx",
18578,Thu Sep 12 06:20:21 +0000 2013,RT @btryn: PHOTO: Knee deep water on 28th and Colorado #Boulder #boulderflood http://t.co/7TMTcgaPFR - @Shapalicious,
18579,Thu Sep 12 06:15:19 +0000 2013,RT @nickpassanante: Haha - good chuckle. RT @AscherRobbins I knew the world would end when the @cubuffs football team started 2-0...#boulde…,
18580,Thu Sep 12 06:13:08 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18581,Thu Sep 12 06:04:26 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18582,Thu Sep 12 06:11:29 +0000 2013,RT @wilkinsweather: Extreme #flashflood event unfolding on northern Front Range. Here is latest from NWS Boulder. #cowx http://t.co/oDGrwrf…,
18583,Thu Sep 12 06:24:02 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18584,Thu Sep 12 06:14:27 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18585,Thu Sep 12 06:21:11 +0000 2013,@cheryl303 this lightning is close. And scary! #BoulderFlood #cowx,
18586,Thu Sep 12 06:23:40 +0000 2013,"RT @TimesCall: MT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency in effect for Boulder County ..., including #Boulder #CO…",
18587,Thu Sep 12 06:12:21 +0000 2013,"Please keep my friends and family and extended network from Boulder, Co in thoughts 2nite #BoulderFlood &amp; be safe!!!!",
18588,Thu Sep 12 06:02:32 +0000 2013,RT @BoulderOEM: Life-threatening flash flood imminent in Fourmile area. Debris in Poorman Road and Gold Run but they are passable. #boulder…,
18589,Thu Sep 12 06:06:35 +0000 2013,RT @channel2kwgn: RT @CUBoulder: #cuboulder admin closely monitoring flooding situation. No decision on campus closure to be made tonight. …,
18590,Thu Sep 12 06:24:39 +0000 2013,RT @MikeNelson247: FLASH FLOOD EMERGENCY - Boulder County! Life threatening situation! Get @StormShieldApp now! #7News #cowx http://t.co/6P…,
18591,Thu Sep 12 06:15:05 +0000 2013,RT @adamsteinbaugh: From earlier: sirens warn of flash flooding in Boulder. #boulderflood #cowx  https://t.co/SQ9z0SQKY1,
18592,Thu Sep 12 06:20:04 +0000 2013,Monsoons in Mesa County #GJCO #COwx #CloudPorn #XperiaZ @ Clifton http://t.co/a3RmTBHAxL,"{'type': 'Point', 'coordinates': [-108.45492858, 39.0916154]}"
18593,Thu Sep 12 06:31:43 +0000 2013,Most recent rainfall amounts for #Boulder area from NWS #weather #COwx #flooding http://t.co/TBCglxNnSg,
18594,Thu Sep 12 06:31:56 +0000 2013,RT @wilkinsweather: Text of civil emergency message from @NWSBoulder regarding #Boulderflood #cowx http://t.co/kL9eKf1tfC,
18595,Thu Sep 12 06:28:29 +0000 2013,RT @cheryl303: Keep your phones charged and flashlights ready. And don't go to sleep with candles burning #staysafe #boulderflood,
18596,Thu Sep 12 06:19:42 +0000 2013,Now its an emergency. #BoulderFlood  RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for #Boulder #COwx,
18597,Thu Sep 12 06:20:46 +0000 2013,Monsoons in Mesa County #GJCO #COwx #CloudPorn #XperiaZ @ Clifton http://t.co/xUuGVqjdEj,"{'type': 'Point', 'coordinates': [-108.45492858, 39.0916154]}"
18598,Thu Sep 12 06:15:51 +0000 2013,RT @SchwartzNow: Follow @boulderpolice @NWSBoulder @BoulderOEM @dailycamera for #Colorado #Flood #COwx,
18599,Thu Sep 12 06:31:03 +0000 2013,Flood Warning for S Boulder Creek near Eldorado Spgs until Thurs morning. At 1115pm Wed the stage was 4.7 feet. #boulderflood #cowx,
18600,Thu Sep 12 06:14:54 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18601,Thu Sep 12 06:19:41 +0000 2013,Hope all the yuppie lofts wash away #boulderflood,
18602,Thu Sep 12 06:32:03 +0000 2013,"RT @SchwartzNow: ALERT: FLASH #FLOOD EMERGENCY FOR #BOULDER CO. 4-6"" rain. ""Life-threatening situation,"" National Weather Service. #COwx",
18603,Thu Sep 12 06:29:07 +0000 2013,Backyard creek flooding on linden.  Was dry this morning. #boulderflood http://t.co/k1WL17VJQb,
18604,Thu Sep 12 06:17:09 +0000 2013,RT @BoulderOEM: Life-threatening flash flood imminent in Fourmile area. Debris in Poorman Road and Gold Run but they are passable. #boulder…,
18605,Thu Sep 12 06:20:19 +0000 2013,"RT @btryn: Flash Flood Emergency is now in effect for Boulder cty &amp; N. Jefferson cty, including #Boulder #COwx - @DenverChannel (12:15a)",
18606,Thu Sep 12 06:20:11 +0000 2013,RT @btryn: PHOTO: Knee deep water on 28th and Colorado #Boulder #boulderflood http://t.co/7TMTcgaPFR - @Shapalicious,
18607,Thu Sep 12 06:04:02 +0000 2013,#boulderflood is trending. this is serious. 100 year flood??,
18608,Thu Sep 12 06:21:05 +0000 2013,"""@btryn: NEW PHOTO: #Boulder around 11 p.m. http://t.co/dWCpqwBeaQ - @matt_lezak #COwx"" HOLY COW!!!",
18609,Thu Sep 12 06:03:37 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18610,Thu Sep 12 06:24:31 +0000 2013,RT @colorado420: SCANNER: longmont road and st. vrain road in lyons - someone stuck on top of car in flooded road #boulderflood #boulder,
18611,Thu Sep 12 06:02:07 +0000 2013,RT @pschmitt: RT @gratzo Boulder Creek gauge shows 4x increase in last few hours!  http://t.co/3t2FCBhn3U 180 cfs to over 1200! #boulderflo…,
18612,Thu Sep 12 06:11:12 +0000 2013,RT @AscherRobbins: I knew the world would end when the @cubuffs football team started 2-0...#boulderflood #stormofthecentury #cowx  #battle…,
18613,Thu Sep 12 06:23:21 +0000 2013,RT @MikeNelson247: FLASH FLOOD EMERGENCY - Boulder County! Life threatening situation! Get @StormShieldApp now! #7News #cowx http://t.co/6P…,
18614,Thu Sep 12 06:13:19 +0000 2013,"Turn. Around. Don’t. Drown. RT @dailycamera: Report in #Longmont of a car on its side, submerged, with driver on top of car.  #cowx",
18615,Thu Sep 12 06:04:38 +0000 2013,#boulderflood Flood map http://t.co/uL8umuhGM5,
18616,Thu Sep 12 06:18:53 +0000 2013,Monsoons in Mesa County #GJCO #COwx #CloudPorn #XperiaZ @ Clifton http://t.co/frwcwe6iB0,"{'type': 'Point', 'coordinates': [-108.45492858, 39.0916154]}"
18617,Thu Sep 12 06:22:10 +0000 2013,MT @MikeNelson247: FLASH FLOOD EMERGENCY - #Boulder County! Life threatening situation! #cowx #weather #news http://t.co/36BuXB0dMK,
18618,Thu Sep 12 06:29:47 +0000 2013,RT @PeterWaynePhoto: Official NOAA #boulder creek height gage. at 4.8 ft. 5.5 is flood.  Not at flood stage. yet.  http://t.co/kadv5ZIALf #…,
18619,Thu Sep 12 06:19:25 +0000 2013,"RT @dailycamera: RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty, including #Boulder #…",
18620,Thu Sep 12 06:03:58 +0000 2013,RT @douglasjbrown: 4th floor? RT @ub3ramy: What? No! RT @jendinger: Just got real. 4th floor of @leedsbiz full of water. #cowx #Boulder htt…,
18621,Thu Sep 12 06:11:37 +0000 2013,Get the hell off the street! #ChrisChristieTweets RT @btryn: PHOTO: 28th &amp; Colorado #boulderflood http://t.co/CxFpoHYQkq - @Shapalicious,
18622,Thu Sep 12 06:20:24 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18623,Thu Sep 12 06:25:10 +0000 2013,"RT @brendanloy: Live webcam of #boulderflood - Bear Canyon Creek, at 3959 Table Mesa Drive, @bouldercolorado: https://t.co/T8un5jXnOw (cc: …",
18624,Thu Sep 12 06:17:31 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18625,Thu Sep 12 06:03:36 +0000 2013,RT @CUBoulder: #cuboulder administration is closely monitoring flooding situation. No decision on campus closure to be made tonight. #bould…,
18626,Thu Sep 12 06:17:29 +0000 2013,RT @dailycamera: #CUBoulder not confirming any structure collapse on campus. But Leeds building appears to be flooding. #cunews #cowx #Boul…,
18627,Thu Sep 12 06:10:01 +0000 2013,RT @CUBoulder: #cuboulder administration is closely monitoring flooding situation. No decision on campus closure to be made tonight. #bould…,
18628,Thu Sep 12 06:03:35 +0000 2013,RT @BoulderOEM: Life-threatening flash flood imminent in Fourmile area. Debris in Poorman Road and Gold Run but they are passable. #boulder…,
18629,Thu Sep 12 06:22:33 +0000 2013,RT @PeterWaynePhoto: RT @nolastein: Knee deep water on 28th and Colorado #Boulder #boulderflood http://t.co/GPBTS4uUvT,
18630,Thu Sep 12 06:17:42 +0000 2013,RT @dailycamera: #Boulder County flash flood warning: Mandatory evacuations for Fourmile Canyon http://t.co/dEb71VmCXt #boulderflood #cowx,
18631,Thu Sep 12 06:26:38 +0000 2013,"Police scanner feed is crazy. Power lines on the road, landslides, houses struck by lightning, more. http://t.co/tXtPHdgC8i #boulderflood",
18632,Thu Sep 12 06:18:43 +0000 2013,"RT @dailycamera: @NWSBoulder says  ""life-threatening Flash Flooding is occurring!"" #cowx #Boulder",
18633,Thu Sep 12 06:15:44 +0000 2013,"RT @dailycamera: #Boulder County flooding: Report in #Longmont of a car on its side, submerged, with driver on top of car.  #cowx",
18634,Thu Sep 12 06:10:15 +0000 2013,RT @AscherRobbins: #boulderflood #butseriously http://t.co/7t61JW1iOK,
18635,Thu Sep 12 06:07:49 +0000 2013,"RT @btryn: 12:05 a &gt; MT @NWSBoulder: Boulder Creek showing rapid rises in #Boulder, will continue. Life threatening Flash Flooding is occur…",
18636,Thu Sep 12 06:14:26 +0000 2013,Floding at 28tg Street Underpass #boulderflood http://t.co/JbBpkSykhc,
18637,Thu Sep 12 06:30:19 +0000 2013,"Folks in not-yet-flooded low-lying #Boulder areas may want to make sure neighbors are awake &amp; aware of situation before it ""escalates"" #cowx",
18638,Thu Sep 12 06:25:43 +0000 2013,Flooding at 28th #boulderflood http://t.co/Q858zpsSNU,
18639,Thu Sep 12 06:02:25 +0000 2013,RT @btryn: 12 am &gt; MT @BoulderOEM: CITY OF BOULDER RESIDENTS IN LOW-LYING AREAS SHOULD MOVE TO HIGHER GROUND IMMEDIATELY #cowx #Boulder,
18640,Thu Sep 12 06:22:58 +0000 2013,"Live webcam of #boulderflood - Bear Canyon Creek, at 3959 Table Mesa Drive, @bouldercolorado: https://t.co/T8un5jXnOw (cc: @btryn) #cowx",
18641,Thu Sep 12 06:18:24 +0000 2013,Hey #Boulder! Use the #Boulderflood hashtag when tweeting about the flood.,
18642,Thu Sep 12 06:19:13 +0000 2013,"RT @NWSBoulder: Life Threatening situation!!! Flash Flood Emergency is now in effect for Boulder cty &amp; Nrn Jefferson cty, including #Boulde…",
18643,Thu Sep 12 05:27:28 +0000 2013,RT @dailycamera: #CUBoulder police responding to social media reports of a structure collapsing at Leeds. #cowx,
18644,Thu Sep 12 05:50:49 +0000 2013,We just lost power in lower Chautauqua. Heard the transponder blow on Bellevue. #boulderflood,
18645,Thu Sep 12 05:42:38 +0000 2013,RT @jendinger: 4th floor hallway of @leedsbiz at @CUBoulder. Roof leak. I'm told also some water standing on 3rd floor. #cowx http://t.co/v…,
18646,Thu Sep 12 05:34:20 +0000 2013,RT @CUBoulderPolice: Faculty/Staff Court residents evac'd to Athens North. No other evacs necessary at this time. Stay indoors. #CUBoulder …,
18647,Thu Sep 12 05:28:34 +0000 2013,Fear Fire Floods Awake RT @btryn: RT @dailycamera: #Boulder County flash flood warning extended until 4:15 a.m. #cowx,
18648,Thu Sep 12 05:25:53 +0000 2013,RT @NWSBoulder: Flash Flood Warning 4 Boulder &amp; NW Jeff counties til 4:15 AM. Severe Flooding occur &amp; will get worse! #COwx Water rising ra…,
18649,Thu Sep 12 05:23:16 +0000 2013,"Per PhD student @jendinger, roof leak at @CUBoulder business school @leedsbiz has partly flooded 3rd&amp;4th floors http://t.co/KXHsuul1XR #cowx",
18650,Thu Sep 12 05:29:34 +0000 2013,RT @BoulderOEM: Please know that road closures that are posted may not cover every flooded area. Avoid driving on any flooded street. #boul…,
18651,Thu Sep 12 05:31:43 +0000 2013,RT @boulderpolice People in Fourmile need to evacuate. Evac route is Poor Man or Gold Run into Gold Hill. #boulderflood #cowx /11:27pm,
18652,Thu Sep 12 05:25:59 +0000 2013,RT @CUBoulderPolice: Flash Flood Warning for #Boulder extended to 4:15AM. #boulderflood #cuboulder #cowx,
18653,Thu Sep 12 05:33:08 +0000 2013,"Turn around, don’t drown!! #cowx RT @avalanche9437: matt9duchene The flooding scene in Boulder #crazy #flashflood http://t.co/QK7clVVMVR",
18654,Thu Sep 12 05:47:26 +0000 2013,Again: #FF @BrendanInTwitmo. That's where I resume tweeting if I get sent to #twitmo for overtweeting. #cowx,
18655,Thu Sep 12 05:30:33 +0000 2013,RT @CUBoulderPolice: Approx. 100-200 people evac'd from Family Housing (near #Boulder Creek) as a precaution. #cuboulder #cowx,
18656,Thu Sep 12 05:27:18 +0000 2013,RT @dailycamera: #Boulder County flash flood warning extended until 4:15 a.m. #cowx,
18657,Thu Sep 12 06:00:37 +0000 2013,Follow #boulderflood tweets here: http://t.co/H6VF0GoSzC,
18658,Thu Sep 12 05:29:39 +0000 2013,"4' wall of debris reported at 381 #Fourmile Canyon, not passable, rocks trees debris #boulderflood #cowx /scanner/1127pm",
18659,Thu Sep 12 05:19:13 +0000 2013,"Per @BoulderOEM: Mudslide on Four Mile Canyon has rendered the road impassible. 4"" of water on roadway. /web/11:10pm #boulderflood #cowx",
